"","Cell.line.name","Tissue","AUC","most_sensitive","least_sensitive"
"411","NUGC4","stomach",8.2468,0,0
"412","OAW28","ovary",14.221,0,1
"414","OAW42","ovary",9.2321,0,0
"415","OC314","ovary",5.1293,1,0
"416","OCUM1","stomach",10.745,0,0
"417","OE19","oesophagus",7.781,0,0
"418","OE33","oesophagus",8.0834,0,0
"419","ONCODG1","ovary",8.7614,0,0
"420","ONS76","central_nervous_system",6.3017,0,0
"421","OSRC2","kidney",10.522,0,0
"422","OUMS23","large_intestine",10.384,0,0
"423","OV56","ovary",11.718,0,0
"424","OV7","ovary",12.166,0,0
"425","OV90","ovary",12.453,0,0
"426","OVCAR4","ovary",5.1383,1,0
"427","OVCAR8","ovary",5.9746,1,0
"428","OVISE","ovary",8.6669,0,0
"429","OVK18","ovary",8.6808,0,0
"430","OVSAHO","ovary",11.429,0,0
"431","OVTOKO","ovary",11.545,0,0
"432","PANC0203","pancreas",9.1834,0,0
"433","PANC0327","pancreas",4.8989,1,0
"434","PANC0403","pancreas",8.5187,0,0
"435","PANC0504","pancreas",11.807,0,0
"436","PANC0813","pancreas",5.3677,1,0
"437","PATU8902","pancreas",8.0322,0,0
"438","PATU8988S","pancreas",5.5486,1,0
"439","PATU8988T","pancreas",3.9485,1,0
"440","PC14","lung",9.9291,0,0
"441","PC3","prostate",14.374,0,1
"442","PECAPJ15","upper_aerodigestive_tract",4.586,1,0
"443","PECAPJ34CLONEC12","upper_aerodigestive_tract",10.055,0,0
"444","PECAPJ41CLONED2","upper_aerodigestive_tract",9.5963,0,0
"445","PECAPJ49","upper_aerodigestive_tract",8.7739,0,0
"446","PK1","pancreas",4.7716,1,0
"447","PK45H","pancreas",5.8855,1,0
"448","PLCPRF5","liver",4.883,1,0
"449","PSN1","pancreas",4.6044,1,0
"450","QGP1","pancreas",10.201,0,0
"451","RCC10RGB","kidney",15,0,1
"452","RCM1","large_intestine",13.596,0,1
"453","RD","soft_tissue",5.7003,1,0
"454","RERFLCAD1","lung",10.215,0,0
"455","RERFLCAD2","lung",7.3496,0,0
"456","RERFLCAI","lung",5.6091,1,0
"457","RERFLCMS","lung",9.9556,0,0
"458","RH18","soft_tissue",12.901,0,1
"459","RH30","soft_tissue",9.1835,0,0
"460","RH41","soft_tissue",9.7829,0,0
"461","RKN","soft_tissue",15.774,0,1
"462","RKO","large_intestine",6.4434,0,0
"463","RL952","endometrium",8.1954,0,0
"464","RMGI","ovary",14.071,0,1
"465","RPMI7951","skin",9.1786,0,0
"466","RT112","urinary_tract",7.0073,0,0
"467","RVH421","skin",9.4676,0,0
"468","SAOS2","bone",14.951,0,1
"469","SBC5","lung",10.467,0,0
"470","SCABER","urinary_tract",8.2539,0,0
"471","SCC25","upper_aerodigestive_tract",15.32,0,1
"472","SCC4","upper_aerodigestive_tract",15,0,1
"473","SCC9","upper_aerodigestive_tract",11.573,0,0
"474","SF126","central_nervous_system",8.2468,0,0
"475","SF295","central_nervous_system",8.6708,0,0
"476","SH10TC","stomach",6.6551,0,0
"477","SH4","skin",11.286,0,0
"478","SHP77","lung",8.3571,0,0
"479","SIMA","autonomic_ganglia",8.3878,0,0
"480","SJSA1","bone",6.7074,0,0
"481","SKBR3","breast",13.854,0,1
"482","SKCO1","large_intestine",8.756,0,0
"483","SKES1","bone",8.1703,0,0
"484","SKLU1","lung",7.4157,0,0
"485","SKMEL1","skin",12.562,0,1
"486","SKMEL2","skin",11.274,0,0
"487","SKMEL24","skin",9.9136,0,0
"488","SKMEL28","skin",12.486,0,0
"489","SKMEL3","skin",10.85,0,0
"490","SKMEL30","skin",8.3421,0,0
"491","SKMEL31","skin",14.221,0,1
"492","SKMEL5","skin",9.7773,0,0
"493","SKMES1","lung",6.5694,0,0
