"","Cell.line.name","Tissue","AUC","most_sensitive","least_sensitive"
"411","NCIH520","lung",5.394,0,0
"413","NCIH522","lung",2.6371,1,0
"414","NCIH524","lung",7.2032,0,0
"415","NCIH647","lung",7.2937,0,0
"416","NCIH650","lung",8.4848,0,0
"417","NCIH661","lung",5.8986,0,0
"418","NCIH69","lung",6.9805,0,0
"419","NCIH716","large_intestine",11.412,0,1
"420","NCIH727","lung",12.188,0,1
"421","NCIH747","large_intestine",8.6389,0,0
"422","NCIH810","lung",5.9722,0,0
"423","NCIH838","lung",2.4777,1,0
"424","NCIH841","lung",4.0203,1,0
"425","NCIH889","lung",7.5466,0,0
"426","NCIN87","stomach",7.5046,0,0
"427","NH6","autonomic_ganglia",4.0899,1,0
"428","NMCG1","central_nervous_system",13.497,0,1
"429","NUGC3","stomach",6.9728,0,0
"430","NUGC4","stomach",5.0651,0,0
"431","OAW28","ovary",9.51945,0,0
"433","OAW42","ovary",11.06,0,0
"434","OC314","ovary",2.1221,1,0
"435","OCUM1","stomach",7.0641,0,0
"436","OE19","oesophagus",13.143,0,1
"437","OE33","oesophagus",11.58,0,1
"438","ONCODG1","ovary",4.0223,1,0
"439","ONS76","central_nervous_system",7.8187,0,0
"440","OSRC2","kidney",11.196,0,1
"441","OV56","ovary",11.223,0,1
"442","OV7","ovary",7.3968,0,0
"443","OV90","ovary",14.593,0,1
"444","OVCAR4","ovary",12.015,0,1
"445","OVCAR8","ovary",6.492,0,0
"446","OVISE","ovary",14.339,0,1
"447","OVK18","ovary",5.1795,0,0
"448","OVSAHO","ovary",14.154,0,1
"449","OVTOKO","ovary",11.657,0,1
"450","PANC0203","pancreas",9.2847,0,0
"451","PANC0327","pancreas",4.5015,1,0
"452","PANC0403","pancreas",11.787,0,1
"453","PANC0504","pancreas",11.227,0,1
"454","PANC0813","pancreas",6.8768,0,0
"455","PANC1","pancreas",5.6487,0,0
"456","PANC1005","pancreas",7.4382,0,0
"457","PATU8902","pancreas",11.536,0,1
"458","PATU8988S","pancreas",6.459,0,0
"459","PC14","lung",2.594,1,0
"460","PC3","prostate",9.8473,0,0
"461","PECAPJ15","upper_aerodigestive_tract",3.9973,1,0
"462","PECAPJ34CLONEC12","upper_aerodigestive_tract",3.3267,1,0
"463","PECAPJ41CLONED2","upper_aerodigestive_tract",10.063,0,0
"464","PECAPJ49","upper_aerodigestive_tract",2.0715,1,0
"465","PK45H","pancreas",10.013,0,0
"466","PK59","pancreas",10.752,0,0
"467","PLCPRF5","liver",7.5383,0,0
"468","PSN1","pancreas",8.2617,0,0
"469","QGP1","pancreas",8.3152,0,0
"470","RCC10RGB","kidney",13.776,0,1
"471","RCM1","large_intestine",13.437,0,1
"472","RD","soft_tissue",5.703,0,0
"473","RERFLCAD1","lung",12.914,0,1
"474","RERFLCAD2","lung",11.804,0,1
"475","RERFLCAI","lung",3.6674,1,0
"476","RERFLCMS","lung",5.1088,0,0
"477","RH18","soft_tissue",14.395,0,1
"478","RH30","soft_tissue",7.7007,0,0
"479","RH41","soft_tissue",2.7963,1,0
"480","RKO","large_intestine",5.4403,0,0
"481","RL952","endometrium",7.0311,0,0
"482","RMGI","ovary",12.304,0,1
"483","RPMI7951","skin",3.5782,1,0
"484","RT112","urinary_tract",0.7784,1,0
"485","RT4","urinary_tract",9.3376,0,0
"486","RVH421","skin",11.168,0,1
"487","SAOS2","bone",2.7833,1,0
"488","SBC5","lung",3.521,1,0
"489","SCABER","urinary_tract",2.923,1,0
"490","SCC25","upper_aerodigestive_tract",3.9469,1,0
"491","SCC4","upper_aerodigestive_tract",5.1759,0,0
"492","SCC9","upper_aerodigestive_tract",7.9734,0,0
"493","SCLC21H","lung",4.2306,1,0
"494","SF126","central_nervous_system",9.0194,0,0
"495","SF295","central_nervous_system",12.035,0,1
"496","SH10TC","stomach",5.4081,0,0
"497","SH4","skin",11.577,0,1
"498","SHP77","lung",7.7893,0,0
"499","SIMA","autonomic_ganglia",4.1765,1,0
"500","SJSA1","bone",6.4079,0,0
"501","SKCO1","large_intestine",4.7307,1,0
"502","SKES1","bone",1.9589,1,0
"503","SKHEP1","liver",11.091,0,0
"504","SKLMS1","soft_tissue",8.6425,0,0
"505","SKLU1","lung",13.727,0,1
"506","SKMEL1","skin",14.975,0,1
"507","SKMEL24","skin",10.719,0,0
"508","SKMEL28","skin",15.344,0,1
"509","SKMEL3","skin",14.286,0,1
"510","SKMEL30","skin",12.594,0,1
"511","SKMEL31","skin",12.886,0,1
"512","SKMEL5","skin",10.112,0,0
"513","SKMES1","lung",5.9773,0,0
"514","SKNAS","autonomic_ganglia",6.4245,0,0
"515","SKNBE2","autonomic_ganglia",7.1187,0,0
"516","SKNDZ","autonomic_ganglia",3.5337,1,0
"517","SKNMC","bone",0.7509,1,0
"518","SKNSH","autonomic_ganglia",8.3252,0,0
"519","SKOV3","ovary",8.8161,0,0
"520","SKUT1","soft_tissue",8.0384,0,0
"521","SNGM","endometrium",2.4664,1,0
"522","SNU1","stomach",8.5802,0,0
"523","SNU1041","upper_aerodigestive_tract",12.354,0,1
"524","SNU1076","upper_aerodigestive_tract",4.5506,1,0
"525","SNU1077","endometrium",13.33,0,1
"526","SNU1079","biliary_tract",10.459,0,0
"527","SNU1105","central_nervous_system",10.843,0,0
"528","SNU119","ovary",7.0643,0,0
"529","SNU1196","biliary_tract",9.8971,0,0
"530","SNU1272","kidney",12.217,0,1
"531","SNU16","stomach",0.5074,1,0
"532","SNU175","large_intestine",1.9671,1,0
"533","SNU182","liver",6.6716,0,0
"534","SNU201","central_nervous_system",13.77,0,1
"535","SNU213","pancreas",14.286,0,1
"536","SNU216","stomach",6.1304,0,0
"537","SNU245","biliary_tract",9.6229,0,0
"538","SNU308","biliary_tract",9.9194,0,0
"539","SNU387","liver",8.6264,0,0
"540","SNU407","large_intestine",7.2205,0,0
"541","SNU410","pancreas",14.077,0,1
"542","SNU423","liver",5.0681,0,0
"543","SNU449","liver",10.908,0,0
"544","SNU46","upper_aerodigestive_tract",11.774,0,1
"545","SNU466","central_nervous_system",12.387,0,1
"546","SNU475","liver",9.3883,0,0
"547","SNU478","biliary_tract",6.7343,0,0
"548","SNU489","central_nervous_system",8.6936,0,0
"549","SNU5","stomach",7.8985,0,0
"550","SNU503","large_intestine",9.4782,0,0
"551","SNU601","stomach",5.9749,0,0
"552","SNU61","large_intestine",6.1893,0,0
"553","SNU620","stomach",1.8302,1,0
"554","SNU626","central_nervous_system",9.1574,0,0
"555","SNU668","stomach",11.291,0,1
"556","SNU685","endometrium",8.452,0,0
"557","SNU719","stomach",11.785,0,1
"558","SNU738","central_nervous_system",6.5138,0,0
"559","SNU761","liver",11.309,0,1
"560","SNU8","ovary",5.4072,0,0
"561","SNU81","large_intestine",3.1361,1,0
"562","SNU840","ovary",11.467,0,1
"563","SNU869","biliary_tract",8.0551,0,0
"564","SNU878","liver",6.3098,0,0
"565","SNU886","liver",6.3615,0,0
"566","SNU899","upper_aerodigestive_tract",10.183,0,0
"567","SNUC1","large_intestine",7.4902,0,0
"568","SNUC2A","large_intestine",9.1273,0,0
"569","SNUC5","large_intestine",6.5824,0,0
"570","SQ1","lung",10.819,0,0
"571","SU8686","pancreas",8.3617,0,0
"572","SUIT2","pancreas",13.2125,0,1
"574","SW1088","central_nervous_system",7.7951,0,0
"575","SW1271","lung",7.4613,0,0
"576","SW1353","bone",8.6546,0,0
"577","SW1417","large_intestine",7.4699,0,0
"578","SW1463","large_intestine",10.089,0,0
"579","SW1710","urinary_tract",3.9758,1,0
"580","SW1783","central_nervous_system",10.321,0,0
"581","SW1990","pancreas",8.0516,0,0
"582","SW48","large_intestine",1.335,1,0
"583","SW579","thyroid",4.1405,1,0
"584","T24","urinary_tract",6.7894,0,0
"585","T3M10","lung",8.5084,0,0
"586","T47D","breast",11.828,0,1
"587","T84","large_intestine",7.1084,0,0
"588","T98G","central_nervous_system",11.497,0,1
"589","TC71","bone",1.0224,1,0
"590","TCCPAN2","pancreas",9.6507,0,0
"591","TCCSUP","urinary_tract",9.4401,0,0
"592","TE1","oesophagus",11.683,0,1
"593","TE10","oesophagus",7.6262,0,0
"594","TE11","oesophagus",2.0873,1,0
"595","TE14","oesophagus",3.8412,1,0
"596","TE15","oesophagus",2.7258,1,0
"597","TE4","oesophagus",3.0507,1,0
"598","TE441T","soft_tissue",7.6284,0,0
"599","TE5","oesophagus",4.4513,1,0
"600","TE6","oesophagus",4.0364,1,0
"601","TE617T","soft_tissue",3.3563,1,0
"602","TE8","oesophagus",3.892,1,0
"603","TM31","central_nervous_system",11.101,0,0
"604","TOV112D","ovary",5.0782,0,0
"605","TOV21G","ovary",9.4423,0,0
"606","TT2609C02","thyroid",9.8961,0,0
"607","TTTHYROID","thyroid",6.0902,0,0
"608","TUHR10TKB","kidney",9.1204,0,0
"609","TUHR14TKB","kidney",15.738,0,1
"610","TUHR4TKB","kidney",7.9133,0,0
"611","TYKNU","ovary",8.3583,0,0
"612","U118MG","central_nervous_system",7.4994,0,0
"613","U251MG","central_nervous_system",10.369,0,0
"614","U2OS","bone",9.9805,0,0
"615","U87MG","central_nervous_system",13.175,0,1
"616","UACC257","skin",12.782,0,1
"617","UACC62","skin",12.596,0,1
"618","UBLC1","urinary_tract",5.0144,0,0
"619","UMUC1","urinary_tract",6.8146,0,0
"620","UMUC3","urinary_tract",7.3143,0,0
"621","VCAP","prostate",6.9048,0,0
"622","VMCUB1","urinary_tract",3.832,1,0
"623","VMRCLCD","lung",6.1057,0,0
"624","VMRCRCW","kidney",11.662,0,1
"625","VMRCRCZ","kidney",11.797,0,1
"626","WM115","skin",8.6189,0,0
"627","WM1799","skin",10.776,0,0
"628","WM2664","skin",11.746,0,1
"629","WM793","skin",10.325,0,0
"630","WM88","skin",7.1555,0,0
"631","WM983B","skin",6.4967,0,0
"632","YAPC","pancreas",12.523,0,1
"633","YD10B","upper_aerodigestive_tract",6.0797,0,0
"634","YD15","salivary_gland",6.1894,0,0
"635","YD8","upper_aerodigestive_tract",8.1088,0,0
"636","YH13","central_nervous_system",3.267,1,0
"637","YKG1","central_nervous_system",8.1693,0,0
"638","ZR751","breast",14.531,0,1
"639","ZR7530","breast",11.601,0,1
