"","COSMIC_ID","Cell_line_name","Cell_line_tissue_type","Cell_line_tissue_type_2","LN_IC50","res_sens"
"121",753564,"IST-SL1","lung_SCLC","lung_small_cell_carcinoma",4.1561393,1
"122",753565,"IST-SL2","lung_SCLC","lung_small_cell_carcinoma",4.88901019,1
"123",753566,"J82","urogenital_system","Bladder",1.18927441,1
"124",753569,"KNS-62","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma",2.23118759,1
"125",753570,"KOSC-2","aero_dig_tract","head and neck",-0.27811713,1
"126",753572,"KP-4","pancreas","pancreas",1.36532729,1
"127",753573,"KYSE-140","aero_dig_tract","oesophagus",2.12544355,1
"128",753574,"KYSE-410","aero_dig_tract","oesophagus",3.14283442,1
"129",753575,"KYSE-520","aero_dig_tract","oesophagus",1.41198537,1
"130",753576,"KYSE-70","aero_dig_tract","oesophagus",1.78056661,1
"131",753577,"LB1047-RCC","kidney","kidney",0.27218102,1
"132",753578,"LB2241-RCC","kidney","kidney",-0.37577091,1
"133",753579,"LB2518-MEL","skin","melanoma",3.2924103,1
"134",753581,"LB373-MEL-D","skin","melanoma",3.96040731,1
"135",753582,"LB647-SCLC","lung_SCLC","lung_small_cell_carcinoma",-0.13534475,1
"136",753583,"LB771-HNC","aero_dig_tract","head and neck",3.93871842,1
"137",753584,"LB831-BLC","urogenital_system","Bladder",2.35794818,1
"138",753585,"LB996-RCC","kidney","kidney",-1.07685306,1
"139",753586,"LCLC-103H","lung_NSCLC","lung_NSCLC_large cell",5.95923514,1
"140",753588,"LU-134-A","lung_SCLC","lung_small_cell_carcinoma",4.89169408,1
"141",753589,"LU-165","lung_SCLC","lung_small_cell_carcinoma",6.04419781,1
"142",753592,"LXF-289","lung_NSCLC","lung_NSCLC_adenocarcinoma",0.03378557,1
"143",753594,"MS-1","lung_SCLC","lung_small_cell_carcinoma",5.44387969,1
"144",753595,"MZ1-PC","pancreas","pancreas",0.58201888,1
"145",753596,"MZ7-mel","skin","melanoma",2.41553944,1
"146",753599,"NCI-H1304","lung_SCLC","lung_small_cell_carcinoma",2.62377717,1
"147",753600,"NCI-H1563","lung_NSCLC","lung_NSCLC_adenocarcinoma",5.08495854,1
"148",753604,"NCI-H292","lung_NSCLC","lung_NSCLC_adenocarcinoma",-2.72459565,0
"149",753607,"NCI-H835","lung_NSCLC","lung_NSCLC_carcinoid",5.92882671,1
"150",753608,"PC-14","lung_NSCLC","lung_NSCLC_adenocarcinoma",-0.31987966,1
"151",753610,"SBC-3","lung_SCLC","lung_small_cell_carcinoma",0.91785349,1
"152",753614,"TE-15","aero_dig_tract","oesophagus",3.61586292,1
"153",753616,"BE2-M17","neuroblastoma","neuroblastoma",4.38122123,1
"154",753618,"KELLY","neuroblastoma","neuroblastoma",1.68032813,1
"155",753620,"SIMA","neuroblastoma","neuroblastoma",1.59946739,1
"156",753621,"TE-1","aero_dig_tract","oesophagus",0.93617648,1
"157",753622,"TE-10","aero_dig_tract","oesophagus",1.19879322,1
"158",753623,"TE-8","aero_dig_tract","oesophagus",1.63548986,1
"159",753624,"CAPAN-1","pancreas","pancreas",4.29463981,1
"160",905933,"OVCAR-3","urogenital_system","ovary",1.18266444,1
"161",905934,"PC-3","urogenital_system","prostate",1.87246391,1
"162",905935,"DU-145","urogenital_system","prostate",2.56913978,1
