"","COSMIC_ID","Cell_line_name","Cell_line_tissue_type","Cell_line_tissue_type_2","LN_IC50","res_sens"
"354",908473,"NCI-H1666","lung_NSCLC","lung_NSCLC_adenocarcinoma",0.37601991,1
"355",908474,"NCI-H1703","lung_NSCLC","lung_NSCLC_adenocarcinoma",-0.9726518,1
"356",908475,"NCI-H1755","lung_NSCLC","lung_NSCLC_adenocarcinoma",1.70686121,1
"357",908476,"NCI-H1993","lung_NSCLC","lung_NSCLC_adenocarcinoma",2.50888737,1
"358",908481,"NCI-H2196","lung_SCLC","lung_small_cell_carcinoma",-0.1451052,1
"359",908483,"NCI-H524","lung_SCLC","lung_small_cell_carcinoma",0.55335907,1
"360",909194,"NCI-H748","lung_SCLC","lung_small_cell_carcinoma",-2.41578385,1
"361",909248,"ONS-76","nervous_system","medulloblastoma",-1.08699707,1
"362",909250,"OS-RC-2","kidney","kidney",-1.28184037,1
"363",909255,"PA-1","urogenital_system","ovary",-2.38595198,1
"364",909256,"OCUB-M","breast","breast",-2.20234154,1
"365",909263,"RCM-1","large_intestine","large_intestine",0.05216769,1
"366",909264,"RD","soft_tissue","rhabdomyosarcoma",0.42791671,1
"367",909697,"RF-48","digestive_system","stomach",-1.32168459,1
"368",909698,"RKO","large_intestine","large_intestine",-2.12281363,1
"369",909699,"RMG-I","urogenital_system","ovary",1.24935875,1
"370",909700,"RPMI-2650","aero_dig_tract","head and neck",-1.74665536,1
"371",909704,"RT-112","urogenital_system","Bladder",-1.76831437,1
"372",909706,"RVH-421","skin","melanoma",-0.48226747,1
"373",909707,"Saos-2","bone","osteosarcoma",0.48222048,1
"374",909708,"SAS","aero_dig_tract","head and neck",-0.55056867,1
"375",909709,"SCC-9","aero_dig_tract","head and neck",1.53693379,1
"376",909711,"SCH","digestive_system","stomach",3.12341096,1
"377",909712,"SF126","nervous_system","glioma",0.41768291,1
"378",909713,"SH-4","skin","melanoma",-1.27956653,1
"379",909716,"SJRH30","soft_tissue","rhabdomyosarcoma",0.53559286,1
"380",909717,"SJSA-1","bone","bone_other",-1.92373355,1
"381",909718,"SK-CO-1","large_intestine","large_intestine",-1.39884931,1
"382",909719,"SK-HEP-1","digestive_system","liver",-0.41399715,1
"383",909720,"SK-LMS-1","soft_tissue","soft_tissue_other",-0.70554398,1
"384",909721,"SK-LU-1","lung_NSCLC","lung_NSCLC_adenocarcinoma",-3.86197381,0
"385",909723,"SK-MEL-1","skin","melanoma",0.6729416,1
"386",909724,"SK-MEL-3","skin","melanoma",-0.41215873,1
"387",909725,"SK-MEL-24","skin","melanoma",0.27339194,1
"388",909726,"SK-MEL-30","skin","melanoma",-0.79448262,1
"389",909728,"SK-MES-1","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma",-2.34225334,1
"390",909731,"SK-PN-DW","bone","ewings_sarcoma",-2.52755611,1
"391",909732,"SK-UT-1","soft_tissue","soft_tissue_other",-2.3165384,1
"392",909735,"SNG-M","urogenital_system","endometrium",-1.83599954,1
"393",909736,"SNU-387","digestive_system","liver",0.83318576,1
"394",909737,"SNU-423","digestive_system","liver",0.43436176,1
"395",909738,"SNU-449","digestive_system","liver",1.24689418,1
"396",909739,"SNU-475","digestive_system","liver",-0.13157727,1
"397",909740,"SNU-C2B","large_intestine","large_intestine",-1.06180792,1
"398",909744,"SW13","kidney","adrenal_gland",-0.60873664,1
