"","COSMIC_ID","Cell_line_name","Cell_line_tissue_type","Cell_line_tissue_type_2","LN_IC50","most_sensitive","least_sensitive"
"565",1240153,"IGR-37","skin","melanoma",5.58438496,0,0
"566",1240154,"IHH-4","thyroid","thyroid",5.14736805,1,0
"567",1240157,"JHH-2","digestive_system","liver",6.10594202,0,1
"568",1240158,"JHH-4","digestive_system","liver",5.32763676,1,0
"569",1240159,"JHH-6","digestive_system","liver",5.88798578,0,0
"570",1240160,"JHH-7","digestive_system","liver",5.30653751,1,0
"571",1240162,"JHU-022","aero_dig_tract","head and neck",6.43483758,0,1
"572",1240166,"KYM-1","soft_tissue","rhabdomyosarcoma",5.19826549,1,0
"573",1240167,"KYSE-220","aero_dig_tract","oesophagus",4.19714378,1,0
"574",1240168,"LN-18","nervous_system","glioma",5.32827075,1,0
"575",1240169,"LN-229","nervous_system","glioma",4.61027941,1,0
"576",1240170,"LNZTA3WT4","nervous_system","glioma",4.40914568,1,0
"577",1240172,"MDA-MB-436","breast","breast",5.66015976,0,0
"578",1240173,"MDST8","large_intestine","large_intestine",5.88330871,0,0
"579",1240174,"MFE-319","urogenital_system","endometrium",5.86603744,0,0
"580",1240178,"ML-1","thyroid","thyroid",6.24858347,0,1
"581",1240179,"MS751","urogenital_system","cervix",5.67798703,0,0
