"","Cell.line.name","Tissue","AUC","most_sensitive","least_sensitive"
"174","HCC78","lung",11.77,1,0
"175","HCC827","lung",12.795,0,0
"176","HCC95","lung",13.712,0,0
"177","HCT116","large_intestine",15.001,0,1
"178","HCT15","large_intestine",12.556,0,0
"179","HCT8","large_intestine",15.152,0,1
"180","HDQP1","breast",12.557,0,0
"181","HEC108","endometrium",14.022,0,0
"182","HEC151","endometrium",14.31,0,1
"183","HEC1A","endometrium",12.15,0,0
"184","HEC1B","endometrium",14.582,0,1
"185","HEC251","endometrium",13.402,0,0
"186","HEC265","endometrium",13.926,0,0
"187","HEC50B","endometrium",14.184,0,1
"188","HEC59","endometrium",13.269,0,0
"189","HEC6","endometrium",12.897,0,0
"190","HEP3B217","liver",14.25,0,1
"191","HEPG2","liver",14.019,0,0
"192","HEYA8","ovary",12.642,0,0
"193","HGC27","stomach",9.7573,1,0
"194","HLF","liver",14.684,0,1
"195","HMC18","breast",12.564,0,0
"196","HMCB","skin",12.095,0,0
"197","HOS","bone",12.195,0,0
"198","HPAC","pancreas",14.488,0,1
"199","HPAFII","pancreas",13.242,0,0
"200","HS294T","skin",12.395,0,0
"201","HS683","central_nervous_system",12.428,0,0
"202","HS688AT","skin",13.288,0,0
"203","HS729","soft_tissue",11.62,1,0
"204","HS746T","stomach",13.139,0,0
"205","HS766T","pancreas",14.04,0,0
"206","HS822T","bone",14.868,0,1
"207","HS839T","skin",14.769,0,1
"208","HS852T","skin",11.302,1,0
"209","HS888T","bone",12.228,0,0
"210","HS895T","skin",14.839,0,1
"211","HS934T","skin",11.561,1,0
"212","HS936T","skin",13.16,0,0
"213","HS940T","skin",14.952,0,1
"214","HS944T","skin",10.944,1,0
"215","HSC2","upper_aerodigestive_tract",12.862,0,0
"216","HSC3","upper_aerodigestive_tract",13.09,0,0
"217","HSC4","upper_aerodigestive_tract",11.868,0,0
"218","HT1080","soft_tissue",9.6296,1,0
"219","HT115","large_intestine",13.304,0,0
"220","HT1376","urinary_tract",14.882,0,1
"221","HT144","skin",14.505,0,1
"222","HT29","large_intestine",16.04,0,1
"223","HT55","large_intestine",14.134,0,1
"224","HUCCT1","biliary_tract",13.033,0,0
"225","HUG1N","stomach",14.239,0,1
"226","HUH1","liver",12.977,0,0
"227","HUH28","biliary_tract",14.765,0,1
"228","HUH6","liver",12.305,0,0
"229","HUPT3","pancreas",14.647,0,1
"230","HUPT4","pancreas",12.152,0,0
