"","COSMIC_ID","Cell_line_name","Cell_line_tissue_type","Cell_line_tissue_type_2","LN_IC50","res_sens"
"653",1290908,"HCC-78","lung_NSCLC","lung_NSCLC_adenocarcinoma",-1.44996806,1
"654",1290922,"HDQ-P1","breast","breast",-0.92407986,1
"655",1297439,"COR-L95","lung_SCLC","lung_small_cell_carcinoma",-0.81062942,1
"656",1298134,"HeLa","urogenital_system","cervix",-1.94784003,1
"657",1298136,"HPAC","pancreas","pancreas",-2.74197767,1
"658",1298141,"Hs766T","pancreas","pancreas",2.08880672,1
"659",1298145,"Hs940-T","skin","melanoma",-2.42640015,1
"660",1298146,"huH-1","digestive_system","liver",0.87070689,1
"661",1298151,"JHH-1","digestive_system","liver",-1.89317981,1
"662",1298156,"JHU-029","aero_dig_tract","head and neck",-4.31609213,0
"663",1298157,"JIMT-1","breast","breast",-1.5507241,1
"664",1298160,"K2","skin","melanoma",-1.25540234,1
"665",1298168,"KMRC-1","kidney","kidney",-0.09483754,1
"666",1298169,"KMRC-20","kidney","kidney",0.01424778,1
"667",1298215,"KON","aero_dig_tract","head and neck",-3.31928739,1
"668",1298216,"KP-1N","pancreas","pancreas",-2.35848803,1
"669",1298218,"KP-2","pancreas","pancreas",-2.0457987,1
"670",1298219,"KP-3","pancreas","pancreas",-1.26105218,1
"671",1298222,"KYSE-50","aero_dig_tract","oesophagus",-2.43174854,1
"672",1298223,"LC-1-sq","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma",-1.81962297,1
"673",1298226,"LOU-NH91","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma",0.95108895,1
"674",1298347,"NCI-H1435","lung_NSCLC","lung_NSCLC_adenocarcinoma",-0.69381202,1
"675",1298348,"NCI-H1568","lung_NSCLC","lung_NSCLC_adenocarcinoma",-2.49278684,1
"676",1298349,"NCI-H1688","lung_SCLC","lung_small_cell_carcinoma",-0.69466462,1
"677",1298350,"NCI-H1781","lung_NSCLC","lung_NSCLC_adenocarcinoma",-3.1697773,1
"678",1298351,"NCI-H2110","lung_NSCLC","lung_NSCLC_not specified",-4.84188932,0
"679",1298352,"NCI-H2135","lung_NSCLC","lung_NSCLC_not specified",-1.59043252,1
"680",1298353,"NCI-H2172","lung_NSCLC","lung_NSCLC_not specified",-0.86323245,1
"681",1298356,"NCI-H2444","lung_NSCLC","lung_NSCLC_not specified",2.51009414,1
"682",1298357,"NUGC-4","digestive_system","stomach",-2.01531583,1
"683",1298358,"OCUM-1","digestive_system","stomach",-2.20869444,1
"684",1298359,"OE21","aero_dig_tract","oesophagus",-1.35053054,1
"685",1298362,"OSC-19","aero_dig_tract","head and neck",-3.07839846,1
"686",1298365,"OVTOKO","urogenital_system","ovary",-1.19231921,1
"687",1298475,"PANC-02-03","pancreas","pancreas",-0.95358126,1
"688",1298476,"PANC-04-03","pancreas","pancreas",-0.18611943,1
"689",1298526,"PA-TU-8902","pancreas","pancreas",-1.31037913,1
"690",1298529,"PCI-30","aero_dig_tract","head and neck",0.80742903,1
